_id;Name;Nome;Beschreibung;Descrizione;Kategorie;Categoria;Adresse;Telefonnummer;Email;Webseite(n);Öffnungszeiten;Tags;KAUZ Tags;longitude;latitude
681a89d2c8c64552e950b29e;Pharmaziemuseum;;Dauerausstellung, Events;;unbekannt;;Adlerbrückengasse 4;39 0472 209112;mail@pharmaziemuseum.it;Pharmaziemuseum - Das Pharmaziemuseum;Ganzjährig Di + Mi 14.00 - 18.00, Sa 11.00 - 16.00. ;;;1.165.576;4.671.662
681a89d2c8c64552e950b2b4;Pluribar Mensa;;Sie gibt 2-4 Menschen in schwierigen Lebenssituationen eine Arbeitsmöglichkeit. Gleichzeitig ist sie eine leistbare Mensa für Arbeitstätige rund um das Schulzentrum im Süden von Brixen;;unbekannt;;Schwesternau 1, Brixen;39 3280158000    39 3663413619;pluribar@bcoop.bz;;Mo-Fr: 07:30- 15;;;1.165.793;4.671.025
;PubQuiz;PubQuiz;Im Astra (C1) versammeln sich monatlich Spielwütige zum fröhlichen Quizzen. Die Fragen werden liebevoll vom Moderatoren-Duo zusammengestellt und reichen von Pop bis Politik. Wer ohne Gruppe kommt, findet eine. Gesprochen wird Englisch. Drinks gibt es natürlich auch.;All'Astra (C1) giocatori accaniti si ritrovano mensilmente per partecipare a divertenti quiz. Le domande, preparate con cura e passione dal duo di moderatori, spaziano dalla cultura pop alla politica. Chi arriva senza gruppo, ne può trovare uno sul posto. Il gioco si svolge in inglese e naturalmente non mancano i drinks.;SPIELEN SPRECHEN SPEISEN;SERATE IN SOCIETÀ;;;;;;;;;
681a89d2c8c64552e950b2ad;Rappanlagen;Giardini Rapp;Das letzte Stück Land zwischen Rienz und Eisack. Für viele ein 'Energiepunkt'. Für alle, trotz des ständigen Hin und Her, ein geschätzter Ort der Ruhe, eingerahmt vom Rauschen der beiden Flüsse und den hohen, 1884 gepflanzten Bäumen.;L'ultimo lembo di terra tra Rienza e Isarco. Per molti un 'punto energetico'. Per tutti, nonostante il continuo viavai, un prezioso luogo di tranquillità, incorniciato dallo scrosciare dei due fiumi e dalla melodia di foglie degli alti e maestosi alberi che risalgono al 1884.;GEMÜTLICH GRÜN;VERDE VIVIBILE;;;;;;;;11.660.923.051.242.800;4.671.511.744.712.830
681a89d2c8c64552e950b2a2;RAPPLfest;;Musikfest des Jugendzentrums kass mit Kinderflohmarkt, Workshops, Markt und vielen Bands;;unbekannt;;Rappanlagen;;;RAPPLfest 2023 - Jugendzentrum Kass (juze.it);;;;1.165.784;4.671.599
681a89d2c8c64552e950b2a6;Repair Café;Repair Café;Was macht man mit einem Stuhl, der nur noch wackelt? Mit einem Toaster, der für nichts mehr brennt? Mit einem Pulli, den Motten zum Anbeißen fanden? Wegwerfen? Konnsch dor vorstellen! Komm ins Repair Café und alles wird gut! Einmal im Monat im Kolping!;Cosa fare di una sedia con la gamba rotta, un tostapane che non si accende o un maglione mangiato dalle tarme? Usa e getta? Figuriamoci! Fate un salto al Repair Café e tutto tornerà come nuovo! Una volta al mese al Kolping!;REUSE & REPAIR;RIPARARE E RECUPERARE;Fallmerayerstraße 4B, Brixen;39 0472 208205;repaircafe@oew.org;Repair Cafe - OEW;Jeden zweiten Donnerstag im Monat von 18-20:30 Uhr (Ferien im Juli und August);;;1.165.461;4.671.401
681a89d2c8c64552e950b2a9;REX / Material und Dinge;REX / Materiali e cose;Wenn ich sterbe, möchte ich ins REX, denn dort erhält alles die Chance auf ein zweites Leben. Möbel, Geräte, Spielzeug, Sportartikel, Geschirr, Musikinstrumente – und im Food-Sharing-Projekt sogar abgelaufene Lebensmittel.;Quando morirò, vorrei finire al REX. Lì tutto ottiene la possibilità di avere una seconda vita: mobili, elettrodomestici, giocattoli, articoli sportivi, stoviglie, strumenti musicali e, grazie al progetto di recupero alimentare, anche cibo invenduto.;REUSE & REPAIR;RIPARARE E RECUPERARE;St.Josef-Strasse, 1, Brixen;39 3281166771;info@rex-bx.it;REX - Material und Dinge - Material und Dinge (rex-bx.it);Mo: 14-18, Di: 9-12,14-18, Mi: 14-18, Do: geschlossen, Fr: 14-18, Sa: 9-12;;;1.166.492;4.681.314
681a89d2c8c64552e950b283;Schrebergärten;;55 Schrebergärten, 9740mÂ²;;unbekannt;;Franz-von-Unterrichter-Weg;;;;;;;1.165.067;4.669.605
681a89d2c8c64552e950b280;Seeburg;;Park mit Wasserfläche - Hunde, Alkohol und Rauchen nicht zugelassen;;unbekannt;;Seeburgerstrasse;;;;;;;1.166.724;4.671.978
681a89d2c8c64552e950b2b2;Seminarbibliothrk;;Die spätbarocke Seminarbibliothek gehört zu den Sehenswürdigkeiten Brixens. Die Decke wird von zwei Säulen getragen, die die Schrift und die Tradition versinnbildlichen sollen. In diesem Raum sind immer noch über 20.000 Druckschriften aufgestellt.;;unbekannt;;Seminarplatz 4, Brixen;39 0472271011;info@priesterseminar.it;Seminarbibliothek (priesterseminar.it);Pforte: Mo-Fr: 07:30-19:45, Sa: 07:30-17:30;;;1.165.947;4.671.546
681a89d2c8c64552e950b27d;Spielhaus VKE;;Das VKE-SpielHaus ist ein Spiel-und Kinderkulturzentrum im Stadtviertel.[NEWLINE]Hier finden ausserschulische Tätigkeiten statt, die auf Spiel und Spielkultur basieren.[NEWLINE]Die 5 VKE-Spielhäuser (Stand 2020) in Bozen (2 Einrichtungen), Brixen, St. Ulrich und Meran sind zugleich Treffpunkte für Familien und Kinderkulturzentren im Stadtviertel.[NEWLINE]In den VKE-SpielHäusern werden Spiel und Spielkultur als Mittel zur Beziehungsarbeit und zum Lernen (Lebenskunst) benutzt.[NEWLINE]Die VKE-SpielHäuser sind ganzjährig nachmittags von Montag bis Freitag geöffnet.[NEWLINE]Ausserdem stehen sie auch ausserhalb der Öffnungszeiten für Kinderfeste nach Vormerkung zur Verfügung.[NEWLINE]https://www.vke.it/de/spielhaus/ein-vke-spielhaus-was-ist-das ;;unbekannt;;Fischzuchtweg, 17/A;0472-837737 346 3912535;brixen@vke.it;;;;;1.165.609;4.670.701
681a89d2c8c64552e950b287;Spitalpark;;Ruhiger Park mit alten Bäumen und Blick auf das historische Sanatorium;;unbekannt;;Dantestrasse;;;;;;;1.164.893;467.226
;Sprachentreffs;Incontri linguistici;Vertiefe deine Sprachkenntnisse in angenehmer Atmosphäre in einem Lokal. Konversation in Englisch, Spanisch, Französisch oder Italienisch an verschiedenen Tischen. Setz dich ungezwungen dazu und plaudere mit in aperitivo language. Cheers, Salud, Santé, Salute!;Approfondisci le tue conoscenze linguistiche nell'atmosfera accogliente di un bar brissinese. Conversazioni in inglese, spagnolo, francese o italiano si svolgono ai tavoli dedicati alle diverse lingue straniere. Siediti liberamente e partecipa alla conversazione nella lingua dell'aperitivo. Cheers, Salud, Santé, Salute!;BREITE BILDUNG;FORMAZIONE FENOMENALE;;;;;;;;;
681a89d2c8c64552e950b29d;StadtGalerie;;Ausstellungen zeitgenössischer Kunst;;unbekannt;;Große Lauben 5;39 0472 062140;stadtgalerie@brixen.it;https://www.brixen.it/de/kultur/stadtgalerie-brixen;Di-Fr 15.30 - 19.00, Sa 10.00 - 13.00;;;1.165.192;4.671.655
681a89d2c8c64552e950b2af;Terra Institute;;Strategien für gesellschaftlichen Wandel, nachhaltige Unternehmensberatung;;unbekannt;;Albuingasse 2, Brixen;39 0472970484.;office@terra-institute.eu;homepage - Terra Institute (terra-institute.eu);;;;1.165.806;4.671.584
681a89d2c8c64552e950b294;TPZ / Theaterpädagogisches Zentrum ;TPZ / Centro pedagogico teatrale;Kindertheater, Schreibwerkstatt, Sozialgenossenschaft und das Kompetenzzentrum für Theaterpädagogik. Lustig oder ernst, verspielt oder vernünftig, laut oder leise, traditionell oder experimentell: Theater in all seinen Facetten. Echt Toll, echt Profis, echt Zuschauer:innen.;Teatro per bambini, laboratorio di scrittura, cooperativa sociale e centro di competenza per la pedagogia teatrale. Divertente o serio, giocoso o riflessivo, chiassoso o silenzioso, tradizionale o sperimentale: teatro in tutte le sue sfaccettature. Travolgente, Professionale, Zampillante.;WACHSEN & WIRKEN;CRESCERE IN COMUNE;Köstlanerstrasse 28;333 2608102;kontakt@tpz-brixen.org;Theaterpädagogisches Zentrum Brixen (tpz-brixen.org);;;;11.666.640.097.300.500;46.715.541.037.775.400
681a89d2c8c64552e950b28b;Tschötscher Heide;;Festplatz, viel ebene Fläche;;unbekannt;;Feldthurnerstrasse;;;;;;;1.164.295;4.670.428
681a89d2c8c64552e950b27e;Tschumpus;;Veranstaltungsort - In den Sommermonaten vom Verein Theakos bespielt;;unbekannt;;Domplatz 3;3,93489E+11;info@tschumpus.com;https://www.tschumpus.com/;;;;1.165.752;4.671.543
;Übernachtungsstätte;Struttura di acco-glienza temporanea;Niederschwellige Einrichtung für Menschen, die vorübergehend von Wohnungslosigkeit betroffen sind. Sie bietet Schlafplätze, Waschmöglichkeiten sowie einen Gemeinschaftsraum und ist von Spätherbst bis Frühling geöffnet.;Struttura a bassa soglia dedicata a persone temporaneamente senzatetto. Offre posti letto, bagni, una sala comune ed è aperta da fine autunno a primavera.;HELFENDE HÄNDE;AIUTO ATTIVO;;;;;;;;;
681a89d2c8c64552e950b2b0;Universitätsbibliothek;;;;unbekannt;;Regensburgerallee, 16, Brixen;39 0472012300;library@unibz.it;Library / Free University of Bozen-Bolzano (unibz.it);Mo-Fr: 08-23, Sa:09-17 (Eintritt nnur mit Bibliotheks-Ausweis);;;116.539;4.671.528
681a89d2c8c64552e950b2a1;UpCon Upcycling Convention;;Convention Upcycling und Sharing Economy;;unbekannt;;Astra: Romstrasse 11;39 0472 275577;info@astrabx.com;Upcycling Convention 2023 - ASTRA Brixen (astrabx.com);-;;;1.164.979;4.671.646
;VHS;VolksHochSchule;Alles Wissen dem Volk! Macht das Leben in Brixen attraktiver, kreativer, vielfältiger und lebenswerter. Weiterbildung auf höchstem Niveau in Sprachen, Kultur & Gesellschaft, Beruf, EDV & Multimedia, Gesundheit sowie Hobby & Freizeit.;Sapere al popolo! Contribuisce a rendere la vita a Bressanone più attraente, creativa, varia e vivibile. Offre formazione continua di altissimo livello nei settori della cultura e della società, ma anche linguistica, professionale, informatica e multimediale, della salute, così come per hobby e tempo libero.;BREITE BILDUNG;FORMAZIONE FENOMENALE;;;;;;;;;
681a89d2c8c64552e950b29b;Vintlerhof Biosozialhof;Fattoria bio-sociale;Leben und Lebensmittel. Am Vintlerhof begegnen sich Menschen, Tiere und Pflanzen, alles wächst und kooperiert. Hofladen, Spieletreff, Gästezimmer, Arbeitsintegration, tiergestützte Interventionen, Waldkindergarten und -kita: Eine grüne Chance!;Vita e viveri. Il Vintlerhof è un luogo d'incontro tra persone, animali e piante, in cui tutto cresce e collabora. Punto di vendita durante il giorno e la sera ritrovo ludico. Offre inoltre alloggi, promuove progetti di integrazione lavorativa, interventi assistiti con animali, una scuola materna nel bosco e un asilo nido.;GEMEINSCHAFTLICH GERECHT;SOCIALI E SOLIDALI;Vintlerweg 22;373 8372846;info@vintlerhof.it;https://www.vintlerhof.it/;;;;1.166.167;4.670.601
;Vinzenzverein;comunità vincenziana;Hilft als Teil der weltweiten Vinzenzgemeinschaft Menschen in finanziellen Notlagen schnell und unbürokratisch. Zudem betreut er die Kleiderkammer, wo Kleidung, Decken und vieles mehr abgegeben und kostenlos weiterverteilt werden.;Fa parte della comunità vincenziana mondiale e offre un aiuto rapido e a bassa soglia a persone in difficoltà finanziarie. Inoltre, gestisce la Kleiderkammer, dove è possibile donare abiti, coperte e altri articoli, che vengono poi distribuiti gratuitamente.;HELFENDE HÄNDE;AIUTO ATTIVO;;;;;;;;;
681a89d2c8c64552e950b28a;Zur Wasserschöpfe;Lungofiume;Ein kleines Stück Großstadt am Eisack. Wo der kühle Fluss die Alltagswelt ausblendet, wo unter der Sonne und auf dem Grill das Fleisch brutzelt. Hier finden Lese- und Wasserratten ihr Biotop, Familien und Freundeskreise feiern fröhlich. Fantastisch.;Un piccolo angolo di metropoli sull'Isarco, dove il fresco fiume offre riparo dalla quotidianità. Qui trovano il loro habitat lettori e amanti dell'acqua, mentre sotto il sole e sulla griglia sfrigola la carne, e famiglie e allegre combriccole festeggiano. Fantastico.;GEMÜTLICH GRÜN;VERDE VIVIBILE;Vahrn, Linker Eisackdamm;;;;;;;1.165.381;4.673.098
;Weltladen;Bottega del mondo;Lädt in ansprechendem Ambiente ein, fair gehandelte Produkte zu entdecken, die internationalen Produzent:innen gerechte Arbeitsbedingungen garantieren. Ob Bananen, Kaffee, Olivenöl, Müsli, Bekleidung, Geschirr und mehr – shoppe guten Gewissens hemmungslos!;In un ambiente accogliente si scoprono prodotti equosolidali che garantiscono condizioni di lavoro giuste a produttori di tutto il mondo. Banane, caffè, cioccolato, olio d'oliva, sughi, abbigliamento, stoviglie e molto altro ancora: shopping sfrenato, ma responsabile!;GEMEINSCHAFTLICH GERECHT;SOCIALI E SOLIDALI;;;;;;;;;
681a89d2c8c64552e950b2a3;Women's run;;"Benefizrennen ""Frauen laufen für Frauen""";;unbekannt;;Altstadt Brixen;;start@womensrun.it;Women's run Brixen - Laufen für einen wohltätigen Zweck (brixenmarathon.com);;;;0;0
681a89d2c8c64552e950b29a;WunderBar;WunderBar;Im Werkstattladen der Kreativstätte für Menschen mit Beeinträchtigung lädt die WunderBAR mit köstlich-frischen Säften, Kaffee und Kuchen zu wunderbaren Begegnungen. Manchmal auch Veranstaltungsort.;Nel negozio-laboratorio del centro creativo per persone con disabilità, il WunderBAR invita a meravigliosi momenti di incontro offrendo deliziosi succhi freschi, caffè e torte. Occasionalmente funge anche da location per eventi speciali.;GEMEINSCHAFTLICH GERECHT;SOCIALI E SOLIDALI;Großer Graben 33;39 0472 820590;;https://www.bzgeisacktal.it/de/Sozialdienste/Einrichtung_Menschen_mit_Behinderung/WunderBAR;Mo, Di, Mi, Do, Fr 7:30 - 17:00, Sa 7.30 - 13.00;;;116.503;4.671.688
681a89d2c8c64552e950b293;Zeitbank Brixen;;Die Zeitbank ist eine soziale Einrichtung/Verein ohne Gewinnabsichten, deren Ziel der Austausch von Diensten und Tätigkeiten zwischen Personen ohne jegliche Geldvermittlung ist.;;unbekannt;;Stadtbibliothek (1. Stock), Domplatz 4;328 2433537;;Zeitbank Brixen - Zeit spenden, Zeit erhalten: Gemeinsam stark durch den Alltag.;Jeden ersten Mittwoch des Monats von 17.00 - 18.00, jeden dritten Donnerstag des Monats von 10.30 - 11.30;;;116.523;4.671.519
681a89d2c8c64552e950b2a0;Zugluft;;Alternatives Musikfest, Familienfest, Kinderfest;;unbekannt;;Vintlerweg 34;39 0472 830441;hds@hds.bz.it;https://www.zugluft.it/;1 Wochenende Ende Mai - Anfangs Juni;;;1.165.977;4.670.783
;zweisprachige Schule;Scuola bilingue;Dieses Jahr Mathematik in italiano, storia auf Deutsch und nächstes Jahr proprio al contrario. Eine Schule, in der es nicht Erst- und Zweitsprache gibt, sondern in der das 'Vorzeigemodell zweisprachige Region' voll und ganz gelebt wird und es keine Sprachbarrieren mehr gibt.;Quest'anno matematica auf Italienisch und Geschichte in tedesco e il prossimo anno andersrum. Una scuola dove non esistono una prima e una seconda lingua, ma si vive pienamente il 'modello di regione bilingue', in cui non ci sono più barriere linguistiche.;WÜNSCHEN WIRKT WUNDER;SOGNI E SPERANZE;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
